Step,Mean_train_loss,Train_accuracy,Mean_test_loss,Test_accuracy
1,80.71459197998047,0.2905682623386383,21.544729232788086,0.13995309174060822
2,19.91512680053711,0.3624292016029358,16.097293853759766,0.347146213054657
3,5.238938808441162,0.3776606023311615,56.474674224853516,0.5003909468650818
4,4.9384026527404785,0.3751220405101776,115.61870574951172,0.5003909468650818
5,5.110391616821289,0.4913102984428406,71.21154022216797,0.5011727809906006
6,4.493247032165527,0.3874243199825287,85.29331970214844,0.5011727809906006
7,4.350640296936035,0.46729153394699097,14.339877128601074,0.5371384024620056
8,3.999931812286377,0.3938683867454529,37.12498092651367,0.502736508846283
9,3.7754738330841064,0.5059558749198914,8.606557846069336,0.5199374556541443
10,3.1576168537139893,0.491115003824234,4.252166271209717,0.4683346450328827
11,2.8486523628234863,0.5278266072273254,4.226501941680908,0.40734949707984924
12,2.715299606323242,0.5280218720436096,4.570687770843506,0.5246286392211914
13,2.65912127494812,0.5286076664924622,12.936943054199219,0.5371384024620056
14,2.4746406078338623,0.5647334456443787,4.82872200012207,0.2822517454624176
15,2.3872318267822266,0.5909002423286438,22.07917022705078,0.536356508731842
16,2.423370361328125,0.552821695804596,7.682872295379639,0.5433932542800903
17,2.2141153812408447,0.6317125558853149,6.858302116394043,0.536356508731842
18,2.2080256938934326,0.6231204867362976,7.732708930969238,0.45738857984542847
19,2.022561550140381,0.6283928751945496,8.489184379577637,0.396403431892395
20,2.095787763595581,0.6908807158470154,5.9160614013671875,0.4159499704837799
21,1.7967957258224487,0.6979105472564697,4.682505130767822,0.4941360354423523
22,1.8042566776275635,0.6961531043052673,7.0801873207092285,0.12353400886058807
23,1.6787325143814087,0.7225151062011719,4.3459367752075195,0.5652853846549988
24,1.5010936260223389,0.7426283955574036,4.999957084655762,0.25175920128822327
25,1.305141568183899,0.779730498790741,8.863608360290527,0.5903049111366272
26,1.2442103624343872,0.7918375134468079,4.956048488616943,0.5121188163757324
27,1.0813829898834229,0.8209334015846252,15.289850234985352,0.5684128403663635
28,0.9810152649879456,0.8201523423194885,5.524997711181641,0.6301798224449158
29,1.029591679573059,0.8334309458732605,5.781544208526611,0.6372165679931641
30,1.6329669952392578,0.7492676973342896,7.784454345703125,0.6505082249641418
31,1.2538564205169678,0.8326498866081238,8.613036155700684,0.6317435503005981
32,1.1314014196395874,0.8107791543006897,4.0364556312561035,0.5371384024620056
33,1.4232434034347534,0.7607889175415039,16.648597717285156,0.6207975149154663
34,1.6195296049118042,0.7933997511863708,18.370140075683594,0.17826427519321442
35,1.1457128524780273,0.8209334015846252,5.056142330169678,0.536356508731842
36,0.8961164951324463,0.8558875322341919,19.695388793945312,0.5605942010879517
37,0.8655537962913513,0.8728764057159424,8.087977409362793,0.5332291126251221
38,0.5946586728096008,0.902167558670044,10.038305282592773,0.4808444082736969
39,0.5420421361923218,0.9113454222679138,5.780008316040039,0.5926505327224731
40,0.8233288526535034,0.8515914678573608,11.28896427154541,0.6200156211853027
41,0.7333212494850159,0.8925991058349609,11.699007987976074,0.6481626033782959
42,0.6154960989952087,0.9097832441329956,31.394779205322266,0.5738858580589294
43,0.465130478143692,0.9254052042961121,13.07699966430664,0.6082877516746521
44,0.5683448910713196,0.9060730338096619,6.030351638793945,0.6340891122817993
45,0.459158331155777,0.9345830678939819,15.886055946350098,0.6098514199256897
46,0.427999883890152,0.9410271644592285,8.504133224487305,0.5895230770111084
47,0.4486238658428192,0.9334114193916321,19.262550354003906,0.6419077515602112
48,0.3604225516319275,0.9423940777778625,19.28691291809082,0.6098514199256897
49,0.469987154006958,0.9312634468078613,10.195000648498535,0.6716184616088867
50,0.3514094054698944,0.9521577954292297,5.20943021774292,0.6997654438018799
