Step,Mean_train_loss,Train_accuracy,Mean_test_loss,Test_accuracy
1,67.83391571044922,0.21323959529399872,69.29998779296875,0.5003909468650818
2,37.459197998046875,0.41495802998542786,20.872407913208008,0.35027363896369934
3,5.82055139541626,0.31048622727394104,19.11586570739746,0.5238467454910278
4,5.370209693908691,0.4485452175140381,56.98527908325195,0.502736508846283
5,5.003526210784912,0.47451668977737427,5.130149841308594,0.4558248519897461
6,4.412408828735352,0.4202304184436798,17.278284072875977,0.5238467454910278
7,4.2107672691345215,0.4534270763397217,6.934349536895752,0.29710710048675537
8,3.884667158126831,0.4297988712787628,12.685134887695312,0.5551211833953857
9,3.4839589595794678,0.5206014513969421,13.267057418823242,0.4425332248210907
10,3.2369515895843506,0.38683849573135376,9.344498634338379,0.5379202365875244
11,2.873255968093872,0.5455965399742126,7.832432270050049,0.1860828846693039
12,2.9043993949890137,0.4493263065814972,5.665663719177246,0.23221266269683838
13,2.7145726680755615,0.5760593414306641,7.929325580596924,0.4566067159175873
14,2.615985155105591,0.5520406365394592,5.0979905128479,0.47224393486976624
15,2.384796619415283,0.5869947075843811,3.774691581726074,0.33620014786720276
16,2.298013687133789,0.5928529500961304,5.7348785400390625,0.5785770416259766
17,2.145681858062744,0.6172622442245483,6.428144454956055,0.5097732543945312
18,2.0432374477386475,0.6543644070625305,15.747549057006836,0.5605942010879517
19,1.8885326385498047,0.6707674264907837,5.320658206939697,0.25175920128822327
20,1.8571228981018066,0.6600273251533508,4.9793925285339355,0.3135261833667755
21,1.8456270694732666,0.7139230370521545,4.974870204925537,0.3158717751502991
22,1.7077680826187134,0.6965436339378357,4.5449538230896,0.4886630177497864
23,1.4756232500076294,0.7436047792434692,4.186797618865967,0.43862393498420715
24,1.4297090768814087,0.7656707763671875,4.1380791664123535,0.29241594672203064
25,1.4392114877700806,0.7480960488319397,4.04198694229126,0.5582486391067505
26,1.4277808666229248,0.7572739720344543,2.944976568222046,0.5903049111366272
27,1.2056900262832642,0.7953524589538574,3.2308268547058105,0.6059421300888062
28,1.1360713243484497,0.8129271864891052,16.723302841186523,0.5504299998283386
29,1.1862990856170654,0.7996485233306885,7.056943893432617,0.6129788756370544
30,0.9984340071678162,0.8045303821563721,4.237579345703125,0.5136825442314148
31,0.8224254250526428,0.8623315691947937,16.67664909362793,0.5433932542800903
32,0.9571868777275085,0.8474907279014587,19.495502471923828,0.5480844378471375
33,0.6911036372184753,0.884397566318512,39.287227630615234,0.5394839644432068
34,0.6235792636871338,0.9074399471282959,17.60470199584961,0.6114151477813721
35,0.648462176322937,0.8892794251441956,9.68253231048584,0.1993745118379593
36,0.6623309850692749,0.9019722938537598,33.03398513793945,0.5645034909248352
37,0.5566190481185913,0.9113454222679138,22.713714599609375,0.5973416566848755
38,0.4998326599597931,0.9314587116241455,6.998387336730957,0.49569976329803467
39,0.5693867802619934,0.913102924823761,51.945159912109375,0.5316653847694397
40,0.5089914202690125,0.935949981212616,8.34719467163086,0.6747459173202515
41,0.47866761684417725,0.92931067943573,8.185639381408691,0.5082095265388489
42,0.345679372549057,0.9509861469268799,16.462812423706055,0.6403440237045288
43,0.37320077419281006,0.9552821516990662,10.942198753356934,0.6364347338676453
44,0.3446691334247589,0.9466900825500488,20.143117904663086,0.6098514199256897
45,0.2795966565608978,0.9601640105247498,6.77003812789917,0.6497263312339783
46,0.3490369915962219,0.9478617310523987,17.57723045349121,0.6247068047523499
47,0.3262835144996643,0.9574301838874817,10.191320419311523,0.2439405769109726
48,0.37830084562301636,0.9494239687919617,8.167905807495117,0.33776387572288513
49,0.470735102891922,0.9242335557937622,8.91428279876709,0.6575449705123901
50,0.43223837018013,0.9554774165153503,26.97760009765625,0.5637216567993164
51,0.23009136319160461,0.966022253036499,13.300126075744629,0.6536356806755066
52,0.15502285957336426,0.9783245325088501,8.558820724487305,0.4104769229888916
53,0.33265748620033264,0.9543058276176453,13.51550579071045,0.18764659762382507
54,0.18281425535678864,0.9720757603645325,18.472017288208008,0.6309617161750793
55,0.21695579588413239,0.9703183174133301,21.779296875,0.5918686389923096
56,0.11960944533348083,0.985159158706665,12.428655624389648,0.3776387870311737
57,0.3986131250858307,0.9513766765594482,28.10536766052246,0.5863956212997437
58,0.24072781205177307,0.9697324633598328,14.233155250549316,0.46598905324935913
59,0.2155880481004715,0.9806678295135498,42.49565505981445,0.5645034909248352
60,0.13354584574699402,0.9853544235229492,23.98802375793457,0.5043002367019653
